cidade_origem,cidade_destino,assentos_ocupados,assentos_totais,assentos_disponiveis,dia,mes,ano
Santiago,Recife,185,200,15,12,4,2025
Lima,Londres,162,200,38,12,4,2025
Lima,Belo Horizonte,74,100,26,12,4,2025
Lima,São Paulo,26,100,74,12,4,2025
Cidade do México,Aracaju,165,200,35,12,4,2025
Bogotá,Paris,73,100,27,12,4,2025
São Paulo,Cidade do México,31,100,69,13,4,2025
Rio de Janeiro,Manaus,90,100,10,13,4,2025
Brasília,Maceió,67,200,133,13,4,2025
Brasília,São Paulo,25,100,75,13,4,2025
Belo Horizonte,Palmas,170,200,30,13,4,2025
Belo Horizonte,João Pessoa,50,100,50,13,4,2025
Salvador,Tóquio,155,200,45,13,4,2025
Salvador,Dubai,78,100,22,13,4,2025
Salvador,Porto Alegre,84,100,16,13,4,2025
Recife,Vitória,168,200,32,13,4,2025
Recife,Rio de Janeiro,89,100,11,13,4,2025
Recife,Amsterdã,161,200,39,13,4,2025
Fortaleza,Natal,184,200,16,13,4,2025
Fortaleza,Amsterdã,90,200,110,13,4,2025
Curitiba,Maceió,58,100,42,13,4,2025
Curitiba,Fortaleza,189,200,11,13,4,2025
Curitiba,Manaus,114,200,86,13,4,2025
Porto Alegre,São Paulo,74,200,126,13,4,2025
Porto Alegre,Pequim,168,200,32,13,4,2025
Porto Alegre,Lisboa,31,100,69,13,4,2025
Belém,Bogotá,41,100,59,13,4,2025
Manaus,Rio Branco,71,100,29,13,4,2025
Florianópolis,Rio de Janeiro,73,100,27,13,4,2025
Florianópolis,Teresina,48,100,52,13,4,2025
Florianópolis,Roma,124,200,76,13,4,2025
Goiânia,Los Angeles,85,100,15,13,4,2025
Natal,Florianópolis,45,100,55,13,4,2025
Natal,Curitiba,60,200,140,13,4,2025
Natal,Salvador,170,200,30,13,4,2025
Maceió,Belo Horizonte,53,100,47,13,4,2025
João Pessoa,Dubai,93,100,7,13,4,2025
João Pessoa,Belém,78,100,22,13,4,2025
Aracaju,Rio Branco,88,100,12,13,4,2025
Aracaju,Dubai,186,200,14,13,4,2025
Aracaju,Amsterdã,43,100,57,13,4,2025
Vitória,Boa Vista,89,200,111,13,4,2025
Vitória,Santiago,29,100,71,13,4,2025
Cuiabá,Frankfurt,59,200,141,13,4,2025
Campo Grande,Dubai,47,100,53,13,4,2025
Campo Grande,Palmas,29,100,71,13,4,2025
Campo Grande,Salvador,92,100,8,13,4,2025
São Luís,Recife,53,200,147,13,4,2025
Teresina,Natal,23,100,77,13,4,2025
Palmas,Fortaleza,46,100,54,13,4,2025
Palmas,Salvador,57,100,43,13,4,2025
Rio Branco,Bogotá,67,100,33,13,4,2025
Rio Branco,Madri,58,100,42,13,4,2025
Macapá,Roma,37,100,63,13,4,2025
Macapá,Buenos Aires,82,200,118,13,4,2025
Macapá,Frankfurt,20,100,80,13,4,2025
Boa Vista,Goiânia,88,100,12,13,4,2025
Porto Velho,São Luís,23,100,77,13,4,2025
Porto Velho,Boa Vista,174,200,26,13,4,2025
Nova York,Natal,185,200,15,13,4,2025
Miami,Frankfurt,24,100,76,13,4,2025
Miami,Paris,89,200,111,13,4,2025
Miami,Lisboa,184,200,16,13,4,2025
Los Angeles,Londres,66,100,34,13,4,2025
Los Angeles,Lima,25,100,75,13,4,2025
Londres,Porto Alegre,50,100,50,13,4,2025
Londres,João Pessoa,178,200,22,13,4,2025
Londres,Cidade do México,83,100,17,13,4,2025
Paris,Buenos Aires,38,100,62,13,4,2025
Paris,Rio Branco,22,100,78,13,4,2025
Tóquio,Palmas,104,200,96,13,4,2025
Tóquio,João Pessoa,47,100,53,13,4,2025
Pequim,Madri,29,100,71,13,4,2025
Pequim,Porto Velho,68,200,132,13,4,2025
Pequim,Rio Branco,70,100,30,13,4,2025
Dubai,Cidade do México,119,200,81,13,4,2025
Dubai,Pequim,141,200,59,13,4,2025
Dubai,São Luís,70,200,130,13,4,2025
Roma,Londres,183,200,17,13,4,2025
Madri,Campo Grande,85,100,15,13,4,2025
Lisboa,João Pessoa,180,200,20,13,4,2025
Amsterdã,Goiânia,92,100,8,13,4,2025
Amsterdã,Frankfurt,85,100,15,13,4,2025
Amsterdã,Londres,65,200,135,13,4,2025
Frankfurt,Lima,115,200,85,13,4,2025
Frankfurt,Macapá,53,100,47,13,4,2025
Frankfurt,Pequim,56,200,144,13,4,2025
Toronto,Recife,41,200,159,13,4,2025
Toronto,Bogotá,93,200,107,13,4,2025
Toronto,Fortaleza,180,200,20,13,4,2025
Buenos Aires,São Luís,45,100,55,13,4,2025
Buenos Aires,Paris,26,100,74,13,4,2025
Santiago,Cuiabá,142,200,58,13,4,2025
Santiago,Lisboa,75,100,25,13,4,2025
Lima,Paris,66,200,134,13,4,2025
Lima,Florianópolis,86,200,114,13,4,2025
Lima,Cuiabá,170,200,30,13,4,2025
Cidade do México,Belo Horizonte,81,100,19,13,4,2025
Cidade do México,Macapá,129,200,71,13,4,2025
Cidade do México,Manaus,184,200,16,13,4,2025
Bogotá,Los Angeles,78,200,122,13,4,2025
Bogotá,Cuiabá,138,200,62,13,4,2025
São Paulo,Curitiba,79,100,21,14,4,2025
São Paulo,Porto Velho,41,100,59,14,4,2025
São Paulo,Boa Vista,135,200,65,14,4,2025
Rio de Janeiro,Natal,86,200,114,14,4,2025
Brasília,Buenos Aires,44,200,156,14,4,2025
Belo Horizonte,Los Angeles,49,200,151,14,4,2025
Salvador,Florianópolis,56,200,144,14,4,2025
Salvador,Nova York,100,200,100,14,4,2025
Recife,Vitória,59,100,41,14,4,2025
Recife,Fortaleza,157,200,43,14,4,2025
Recife,Lima,31,100,69,14,4,2025
Fortaleza,Bogotá,42,100,58,14,4,2025
Fortaleza,Tóquio,78,100,22,14,4,2025
Fortaleza,Salvador,51,100,49,14,4,2025
Curitiba,Boa Vista,41,100,59,14,4,2025
Curitiba,Rio Branco,93,100,7,14,4,2025
Curitiba,Porto Velho,60,100,40,14,4,2025
Porto Alegre,Lima,155,200,45,14,4,2025
Porto Alegre,Paris,165,200,35,14,4,2025
Belém,Dubai,20,100,80,14,4,2025
Belém,Recife,181,200,19,14,4,2025
Manaus,Nova York,54,100,46,14,4,2025
Florianópolis,Madri,70,100,30,14,4,2025
Florianópolis,Los Angeles,50,200,150,14,4,2025
Florianópolis,Belo Horizonte,107,200,93,14,4,2025
Goiânia,Maceió,176,200,24,14,4,2025
Goiânia,Bogotá,25,100,75,14,4,2025
Goiânia,Tóquio,62,100,38,14,4,2025
Natal,Manaus,45,100,55,14,4,2025
Maceió,Lima,62,100,38,14,4,2025
Maceió,Aracaju,188,200,12,14,4,2025
Maceió,Santiago,48,200,152,14,4,2025
João Pessoa,Bogotá,35,100,65,14,4,2025
João Pessoa,Porto Alegre,153,200,47,14,4,2025
João Pessoa,Campo Grande,179,200,21,14,4,2025
Aracaju,Brasília,83,100,17,14,4,2025
Aracaju,Santiago,90,200,110,14,4,2025
Vitória,Porto Alegre,81,200,119,14,4,2025
Vitória,Toronto,69,100,31,14,4,2025
Cuiabá,Goiânia,174,200,26,14,4,2025
Cuiabá,Natal,87,100,13,14,4,2025
Cuiabá,Tóquio,89,100,11,14,4,2025
Campo Grande,Vitória,36,100,64,14,4,2025
Campo Grande,Dubai,86,100,14,14,4,2025
Campo Grande,Madri,53,200,147,14,4,2025
São Luís,Natal,60,100,40,14,4,2025
São Luís,Dubai,105,200,95,14,4,2025
São Luís,Rio Branco,68,100,32,14,4,2025
Teresina,Vitória,53,100,47,14,4,2025
Palmas,Madri,27,100,73,14,4,2025
Palmas,Paris,61,100,39,14,4,2025
Rio Branco,Natal,22,100,78,14,4,2025
Rio Branco,São Paulo,181,200,19,14,4,2025
Rio Branco,João Pessoa,144,200,56,14,4,2025
Macapá,Belo Horizonte,31,100,69,14,4,2025
Boa Vista,Florianópolis,173,200,27,14,4,2025
Porto Velho,Toronto,56,200,144,14,4,2025
Nova York,Curitiba,59,200,141,14,4,2025
Nova York,Belém,44,100,56,14,4,2025
Nova York,Macapá,45,100,55,14,4,2025
Miami,Florianópolis,62,100,38,14,4,2025
Miami,Los Angeles,57,100,43,14,4,2025
Miami,Brasília,137,200,63,14,4,2025
Los Angeles,Lisboa,48,100,52,14,4,2025
Los Angeles,Salvador,141,200,59,14,4,2025
Los Angeles,Manaus,166,200,34,14,4,2025
Londres,Madri,137,200,63,14,4,2025
Londres,São Luís,33,100,67,14,4,2025
Londres,Paris,173,200,27,14,4,2025
Paris,Madri,171,200,29,14,4,2025
Tóquio,Natal,158,200,42,14,4,2025
Pequim,Porto Alegre,31,100,69,14,4,2025
Pequim,Palmas,115,200,85,14,4,2025
Pequim,Belém,102,200,98,14,4,2025
Dubai,Recife,121,200,79,14,4,2025
Roma,Natal,181,200,19,14,4,2025
Madri,Porto Velho,83,200,117,14,4,2025
Madri,Florianópolis,105,200,95,14,4,2025
Lisboa,Santiago,181,200,19,14,4,2025
Amsterdã,Porto Alegre,166,200,34,14,4,2025
Frankfurt,São Luís,52,200,148,14,4,2025
Toronto,Belém,27,100,73,14,4,2025
Toronto,Lisboa,74,100,26,14,4,2025
Toronto,Porto Velho,72,200,128,14,4,2025
Buenos Aires,Belo Horizonte,49,100,51,14,4,2025
Buenos Aires,Porto Velho,171,200,29,14,4,2025
Santiago,Tóquio,40,100,60,14,4,2025
Lima,Vitória,34,100,66,14,4,2025
Lima,Fortaleza,39,100,61,14,4,2025
Lima,Londres,148,200,52,14,4,2025
Cidade do México,Madri,94,100,6,14,4,2025
Cidade do México,Rio Branco,50,100,50,14,4,2025
Cidade do México,Porto Velho,25,100,75,14,4,2025
Bogotá,Tóquio,44,100,56,14,4,2025
São Paulo,Porto Alegre,39,100,61,15,4,2025
Rio de Janeiro,Aracaju,45,200,155,15,4,2025
Rio de Janeiro,Rio Branco,45,200,155,15,4,2025
Rio de Janeiro,João Pessoa,89,100,11,15,4,2025
Brasília,Macapá,44,200,156,15,4,2025
Belo Horizonte,Salvador,27,100,73,15,4,2025
Salvador,Toronto,167,200,33,15,4,2025
Salvador,Goiânia,148,200,52,15,4,2025
Salvador,Nova York,35,100,65,15,4,2025
Recife,Lisboa,75,100,25,15,4,2025
Recife,Pequim,62,100,38,15,4,2025
Recife,Londres,21,100,79,15,4,2025
Fortaleza,Curitiba,110,200,90,15,4,2025
Fortaleza,Cuiabá,76,200,124,15,4,2025
Curitiba,João Pessoa,114,200,86,15,4,2025
Porto Alegre,Roma,47,100,53,15,4,2025
Porto Alegre,Porto Velho,82,200,118,15,4,2025
Belém,Brasília,47,100,53,15,4,2025
Manaus,Campo Grande,90,100,10,15,4,2025
Manaus,Maceió,41,200,159,15,4,2025
Manaus,São Luís,73,100,27,15,4,2025
Florianópolis,Brasília,50,200,150,15,4,2025
Goiânia,Roma,52,100,48,15,4,2025
Natal,Florianópolis,90,100,10,15,4,2025
Maceió,Macapá,82,100,18,15,4,2025
Maceió,Miami,56,100,44,15,4,2025
Maceió,Florianópolis,101,200,99,15,4,2025
João Pessoa,Belém,155,200,45,15,4,2025
João Pessoa,Porto Alegre,99,200,101,15,4,2025
Aracaju,Recife,102,200,98,15,4,2025
Aracaju,Lima,37,100,63,15,4,2025
Aracaju,Cidade do México,89,100,11,15,4,2025
Vitória,Natal,88,100,12,15,4,2025
Cuiabá,Cidade do México,148,200,52,15,4,2025
Cuiabá,Paris,84,200,116,15,4,2025
Campo Grande,Madri,89,100,11,15,4,2025
Campo Grande,Nova York,27,100,73,15,4,2025
Campo Grande,Amsterdã,73,100,27,15,4,2025
São Luís,Miami,136,200,64,15,4,2025
São Luís,Rio de Janeiro,92,200,108,15,4,2025
Teresina,Nova York,59,100,41,15,4,2025
Teresina,Manaus,180,200,20,15,4,2025
Teresina,Maceió,35,100,65,15,4,2025
Palmas,João Pessoa,182,200,18,15,4,2025
Rio Branco,Manaus,91,200,109,15,4,2025
Rio Branco,Curitiba,58,100,42,15,4,2025
Macapá,Vitória,74,100,26,15,4,2025
Macapá,Porto Alegre,60,100,40,15,4,2025
Boa Vista,Rio de Janeiro,98,200,102,15,4,2025
Porto Velho,Londres,64,200,136,15,4,2025
Nova York,Londres,75,100,25,15,4,2025
Miami,Teresina,79,200,121,15,4,2025
Miami,Frankfurt,154,200,46,15,4,2025
Miami,Londres,140,200,60,15,4,2025
Los Angeles,Belo Horizonte,51,100,49,15,4,2025
Los Angeles,Goiânia,67,200,133,15,4,2025
São Paulo,Boa Vista,64,100,36,13,6,2025
Rio de Janeiro,São Paulo,68,100,32,13,6,2025
Rio de Janeiro,Tóquio,87,100,13,13,6,2025
Brasília,Paris,78,100,22,13,6,2025
Brasília,Porto Alegre,105,200,95,13,6,2025
Brasília,Santiago,159,200,41,13,6,2025
Belo Horizonte,Los Angeles,100,200,100,13,6,2025
Belo Horizonte,Toronto,27,100,73,13,6,2025
Salvador,Porto Alegre,77,100,23,13,6,2025
Salvador,Roma,78,100,22,13,6,2025
Recife,Lima,76,100,24,13,6,2025
Fortaleza,Belém,120,200,80,13,6,2025
Curitiba,Madri,118,200,82,13,6,2025
Curitiba,Palmas,186,200,14,13,6,2025
Curitiba,Miami,43,100,57,13,6,2025
Porto Alegre,Manaus,86,100,14,13,6,2025
Porto Alegre,Londres,93,200,107,13,6,2025
Belém,São Paulo,171,200,29,13,6,2025
Manaus,Macapá,45,200,155,13,6,2025
Manaus,Recife,23,100,77,13,6,2025
Manaus,Toronto,82,100,18,13,6,2025
Florianópolis,Bogotá,52,200,148,13,6,2025
Florianópolis,Teresina,83,100,17,13,6,2025
Goiânia,Recife,52,200,148,13,6,2025
Natal,Fortaleza,73,100,27,13,6,2025
Maceió,Lima,99,200,101,13,6,2025
Maceió,Boa Vista,58,200,142,13,6,2025
Maceió,Nova York,51,200,149,13,6,2025
João Pessoa,Recife,85,100,15,13,6,2025
João Pessoa,Bogotá,124,200,76,13,6,2025
João Pessoa,Lisboa,162,200,38,13,6,2025
Aracaju,Rio de Janeiro,42,200,158,13,6,2025
Aracaju,Miami,46,100,54,13,6,2025
Vitória,Belo Horizonte,157,200,43,13,6,2025
Vitória,Curitiba,150,200,50,13,6,2025
Vitória,Salvador,73,200,127,13,6,2025
Cuiabá,Dubai,64,100,36,13,6,2025
Cuiabá,Roma,184,200,16,13,6,2025
Cuiabá,Paris,70,200,130,13,6,2025
Campo Grande,Roma,28,100,72,13,6,2025
Campo Grande,Maceió,88,100,12,13,6,2025
São Luís,Brasília,148,200,52,13,6,2025
São Luís,Porto Alegre,40,200,160,13,6,2025
Teresina,Toronto,66,100,34,13,6,2025
Teresina,Maceió,45,200,155,13,6,2025
Palmas,Goiânia,128,200,72,13,6,2025
Rio Branco,Boa Vista,167,200,33,13,6,2025
Rio Branco,Roma,77,100,23,13,6,2025
Macapá,Lima,52,100,48,13,6,2025
Macapá,Palmas,50,200,150,13,6,2025
Macapá,Recife,93,200,107,13,6,2025
Boa Vista,Bogotá,58,100,42,13,6,2025
Boa Vista,Porto Velho,67,100,33,13,6,2025
Boa Vista,Rio Branco,86,200,114,13,6,2025
Porto Velho,São Paulo,186,200,14,13,6,2025
Porto Velho,João Pessoa,41,100,59,13,6,2025
Nova York,Teresina,59,200,141,13,6,2025
Nova York,Boa Vista,54,100,46,13,6,2025
Nova York,Bogotá,42,200,158,13,6,2025
Miami,Rio de Janeiro,141,200,59,13,6,2025
Miami,Aracaju,60,200,140,13,6,2025
Miami,Bogotá,115,200,85,13,6,2025
Los Angeles,Santiago,78,100,22,13,6,2025
Londres,Porto Alegre,141,200,59,13,6,2025
Londres,Maceió,34,100,66,13,6,2025
Paris,Pequim,35,100,65,13,6,2025
Paris,Miami,63,100,37,13,6,2025
Tóquio,Paris,129,200,71,13,6,2025
Pequim,Aracaju,22,100,78,13,6,2025
Dubai,Cuiabá,141,200,59,13,6,2025
Dubai,Curitiba,147,200,53,13,6,2025
Dubai,Porto Velho,91,200,109,13,6,2025
Roma,Santiago,92,100,8,13,6,2025
Roma,Maceió,109,200,91,13,6,2025
Madri,Rio Branco,21,100,79,13,6,2025
Lisboa,Porto Alegre,64,200,136,13,6,2025
Lisboa,Goiânia,175,200,25,13,6,2025
Amsterdã,Recife,166,200,34,13,6,2025
Frankfurt,Boa Vista,24,100,76,13,6,2025
Toronto,Buenos Aires,99,200,101,13,6,2025
Toronto,Boa Vista,168,200,32,13,6,2025
Toronto,Porto Velho,57,200,143,13,6,2025
Buenos Aires,Lisboa,69,100,31,13,6,2025
Buenos Aires,Teresina,71,100,29,13,6,2025
Santiago,João Pessoa,55,200,145,13,6,2025
Santiago,Tóquio,180,200,20,13,6,2025
Santiago,Natal,71,100,29,13,6,2025
Lima,Miami,148,200,52,13,6,2025
Lima,Amsterdã,167,200,33,13,6,2025
Cidade do México,Roma,74,200,126,13,6,2025
Cidade do México,Cuiabá,71,100,29,13,6,2025
Cidade do México,Salvador,151,200,49,13,6,2025
Bogotá,Miami,21,100,79,13,6,2025
Bogotá,Teresina,106,200,94,13,6,2025
Bogotá,Campo Grande,137,200,63,13,6,2025
São Paulo,Recife,77,100,23,14,6,2025
Rio de Janeiro,Belo Horizonte,116,200,84,14,6,2025
Brasília,Nova York,62,200,138,14,6,2025
Brasília,Teresina,148,200,52,14,6,2025
Brasília,Boa Vista,172,200,28,14,6,2025
Belo Horizonte,Boa Vista,37,100,63,14,6,2025
Belo Horizonte,Santiago,129,200,71,14,6,2025
Belo Horizonte,Brasília,72,100,28,14,6,2025
Salvador,Miami,164,200,36,14,6,2025
Salvador,Belo Horizonte,154,200,46,14,6,2025
Recife,Vitória,50,100,50,14,6,2025
Recife,Belo Horizonte,187,200,13,14,6,2025
Recife,Rio de Janeiro,45,100,55,14,6,2025
Fortaleza,Frankfurt,40,100,60,14,6,2025
Fortaleza,Bogotá,109,200,91,14,6,2025
Fortaleza,Amsterdã,64,100,36,14,6,2025
Curitiba,Recife,102,200,98,14,6,2025
Curitiba,Amsterdã,39,100,61,14,6,2025
Porto Alegre,Rio Branco,157,200,43,14,6,2025
Porto Alegre,São Luís,92,100,8,14,6,2025
Belém,Fortaleza,168,200,32,14,6,2025
Manaus,Aracaju,54,100,46,14,6,2025
Manaus,Brasília,81,100,19,14,6,2025
Manaus,Goiânia,77,200,123,14,6,2025
Florianópolis,Natal,96,200,104,14,6,2025
Florianópolis,Boa Vista,60,100,40,14,6,2025
Florianópolis,São Luís,129,200,71,14,6,2025
Goiânia,Rio Branco,137,200,63,14,6,2025
Natal,Madri,166,200,34,14,6,2025
Natal,Roma,78,100,22,14,6,2025
Maceió,Fortaleza,122,200,78,14,6,2025
João Pessoa,Palmas,103,200,97,14,6,2025
João Pessoa,Bogotá,141,200,59,14,6,2025
Aracaju,Toronto,80,100,20,14,6,2025
Aracaju,Porto Velho,152,200,48,14,6,2025
Aracaju,Belém,154,200,46,14,6,2025
Vitória,Porto Velho,95,200,105,14,6,2025
Vitória,Boa Vista,110,200,90,14,6,2025
Cuiabá,Porto Alegre,41,200,159,14,6,2025
Cuiabá,Cidade do México,35,100,65,14,6,2025
Campo Grande,Maceió,49,100,51,14,6,2025
Campo Grande,Lima,185,200,15,14,6,2025
Campo Grande,Londres,77,100,23,14,6,2025
São Luís,São Paulo,70,100,30,14,6,2025
São Luís,Palmas,89,100,11,14,6,2025
São Luís,Campo Grande,72,100,28,14,6,2025
Teresina,Buenos Aires,87,200,113,14,6,2025
Teresina,Toronto,70,100,30,14,6,2025
Teresina,Madri,46,100,54,14,6,2025
Palmas,Madri,95,200,105,14,6,2025
Palmas,Natal,34,100,66,14,6,2025
Palmas,Recife,40,100,60,14,6,2025
Rio Branco,Santiago,71,200,129,14,6,2025
Macapá,Paris,119,200,81,14,6,2025
Macapá,Toronto,56,100,44,14,6,2025
Macapá,Rio Branco,21,100,79,14,6,2025
Boa Vista,Madri,74,100,26,14,6,2025
Boa Vista,Natal,88,200,112,14,6,2025
Porto Velho,Santiago,172,200,28,14,6,2025
Nova York,Frankfurt,60,200,140,14,6,2025
Miami,São Paulo,72,200,128,14,6,2025
Los Angeles,Manaus,42,200,158,14,6,2025
Los Angeles,Belém,186,200,14,14,6,2025
Los Angeles,Dubai,116,200,84,14,6,2025
Londres,São Luís,165,200,35,14,6,2025
Londres,Maceió,140,200,60,14,6,2025
Londres,Los Angeles,70,100,30,14,6,2025
Paris,Goiânia,49,100,51,14,6,2025
Paris,Rio Branco,48,100,52,14,6,2025
Paris,Aracaju,39,100,61,14,6,2025
Tóquio,Pequim,38,100,62,14,6,2025
Pequim,Belém,77,100,23,14,6,2025
Dubai,Bogotá,145,200,55,14,6,2025
Dubai,Amsterdã,77,200,123,14,6,2025
Roma,São Luís,52,100,48,14,6,2025
Madri,Paris,21,100,79,14,6,2025
Madri,Lima,123,200,77,14,6,2025
Lisboa,Frankfurt,82,100,18,14,6,2025
Lisboa,Fortaleza,97,200,103,14,6,2025
Lisboa,Rio de Janeiro,158,200,42,14,6,2025
Amsterdã,Nova York,176,200,24,14,6,2025
Amsterdã,Los Angeles,93,200,107,14,6,2025
Amsterdã,Cuiabá,156,200,44,14,6,2025
Frankfurt,Amsterdã,164,200,36,14,6,2025
Frankfurt,São Luís,66,100,34,14,6,2025
Toronto,Fortaleza,57,100,43,14,6,2025
Toronto,São Luís,174,200,26,14,6,2025
Toronto,Londres,186,200,14,14,6,2025
Buenos Aires,Florianópolis,86,100,14,14,6,2025
Santiago,Manaus,53,100,47,14,6,2025
Santiago,Lisboa,116,200,84,14,6,2025
Santiago,Campo Grande,171,200,29,14,6,2025
Lima,Boa Vista,143,200,57,14,6,2025
Lima,Londres,55,100,45,14,6,2025
Lima,Amsterdã,30,100,70,14,6,2025
Cidade do México,Belém,174,200,26,14,6,2025
Cidade do México,Rio de Janeiro,93,100,7,14,6,2025
Cidade do México,Palmas,137,200,63,14,6,2025
Bogotá,Macapá,91,200,109,14,6,2025
São Paulo,Pequim,135,200,65,15,6,2025
São Paulo,Miami,82,100,18,15,6,2025
Rio de Janeiro,Cidade do México,62,100,38,15,6,2025
Rio de Janeiro,Campo Grande,59,100,41,15,6,2025
Rio de Janeiro,Salvador,160,200,40,15,6,2025
Brasília,Recife,84,100,16,15,6,2025
Brasília,Belo Horizonte,74,200,126,15,6,2025
Brasília,Paris,59,200,141,15,6,2025
Belo Horizonte,Aracaju,28,100,72,15,6,2025
Los Angeles,Aracaju,72,100,28,15,4,2025
Londres,Florianópolis,58,100,42,15,4,2025
Paris,Belém,93,100,7,15,4,2025
Paris,Porto Velho,39,100,61,15,4,2025
Paris,Roma,89,100,11,15,4,2025
Tóquio,Nova York,86,100,14,15,4,2025
Pequim,Dubai,56,100,44,15,4,2025
Pequim,Tóquio,49,100,51,15,4,2025
Pequim,Salvador,77,100,23,15,4,2025
Dubai,Manaus,164,200,36,15,4,2025
Dubai,Goiânia,67,100,33,15,4,2025
Dubai,Macapá,172,200,28,15,4,2025
Roma,Toronto,40,200,160,15,4,2025
Roma,Paris,77,100,23,15,4,2025
Roma,Recife,126,200,74,15,4,2025
Madri,Santiago,70,200,130,15,4,2025
Lisboa,Boa Vista,88,200,112,15,4,2025
Amsterdã,Cuiabá,83,200,117,15,4,2025
Amsterdã,Porto Alegre,111,200,89,15,4,2025
Amsterdã,Vitória,132,200,68,15,4,2025
Frankfurt,Lisboa,141,200,59,15,4,2025
Frankfurt,Roma,76,200,124,15,4,2025
Frankfurt,Vitória,51,200,149,15,4,2025
Toronto,Campo Grande,74,200,126,15,4,2025
Toronto,Florianópolis,81,100,19,15,4,2025
Toronto,Los Angeles,35,100,65,15,4,2025
Buenos Aires,Los Angeles,47,100,53,15,4,2025
Buenos Aires,Fortaleza,33,100,67,15,4,2025
Santiago,Curitiba,86,100,14,15,4,2025
Lima,Goiânia,64,100,36,15,4,2025
Lima,Macapá,81,100,19,15,4,2025
Cidade do México,Aracaju,137,200,63,15,4,2025
Cidade do México,Lisboa,185,200,15,15,4,2025
Cidade do México,Vitória,67,100,33,15,4,2025
Bogotá,Miami,57,100,43,15,4,2025
Bogotá,Goiânia,40,200,160,15,4,2025
São Paulo,Belo Horizonte,63,100,37,16,4,2025
São Paulo,Rio Branco,85,100,15,16,4,2025
São Paulo,Manaus,26,100,74,16,4,2025
Rio de Janeiro,Teresina,80,100,20,16,4,2025
Brasília,Buenos Aires,157,200,43,16,4,2025
Brasília,Palmas,74,200,126,16,4,2025
Belo Horizonte,Porto Velho,68,100,32,16,4,2025
Belo Horizonte,Maceió,65,100,35,16,4,2025
Salvador,Belo Horizonte,35,100,65,16,4,2025
Salvador,Belém,45,100,55,16,4,2025
Recife,Miami,92,100,8,16,4,2025
Fortaleza,João Pessoa,55,100,45,16,4,2025
Fortaleza,Cuiabá,131,200,69,16,4,2025
Curitiba,Natal,139,200,61,16,4,2025
Curitiba,Vitória,43,200,157,16,4,2025
Curitiba,Nova York,44,200,156,16,4,2025
Porto Alegre,Belém,29,100,71,16,4,2025
Porto Alegre,Macapá,44,100,56,16,4,2025
Porto Alegre,Pequim,86,100,14,16,4,2025
Belém,Bogotá,64,100,36,16,4,2025
Belém,Pequim,160,200,40,16,4,2025
Manaus,Roma,78,100,22,16,4,2025
Manaus,Buenos Aires,47,100,53,16,4,2025
Florianópolis,Madri,58,100,42,16,4,2025
Goiânia,Dubai,46,100,54,16,4,2025
Natal,Teresina,66,200,134,16,4,2025
Natal,Curitiba,34,100,66,16,4,2025
Maceió,Porto Alegre,149,200,51,16,4,2025
João Pessoa,Miami,162,200,38,16,4,2025
João Pessoa,Natal,61,200,139,16,4,2025
João Pessoa,Dubai,129,200,71,16,4,2025
Aracaju,Teresina,80,100,20,16,4,2025
Vitória,Porto Velho,84,100,16,16,4,2025
Vitória,Boa Vista,139,200,61,16,4,2025
Vitória,Aracaju,67,200,133,16,4,2025
Cuiabá,Vitória,136,200,64,16,4,2025
Cuiabá,Cidade do México,168,200,32,16,4,2025
Cuiabá,Curitiba,23,100,77,16,4,2025
Campo Grande,Natal,90,100,10,16,4,2025
Campo Grande,Maceió,75,100,25,16,4,2025
Campo Grande,Brasília,106,200,94,16,4,2025
São Luís,Natal,82,200,118,16,4,2025
Teresina,Roma,182,200,18,16,4,2025
Teresina,Londres,139,200,61,16,4,2025
Palmas,Boa Vista,41,200,159,16,4,2025
Rio Branco,Cuiabá,142,200,58,16,4,2025
Rio Branco,Campo Grande,94,100,6,16,4,2025
Rio Branco,Nova York,25,100,75,16,4,2025
Macapá,Brasília,95,200,105,16,4,2025
Boa Vista,Frankfurt,180,200,20,16,4,2025
Boa Vista,Bogotá,173,200,27,16,4,2025
Porto Velho,Amsterdã,95,200,105,16,4,2025
Porto Velho,Aracaju,40,100,60,16,4,2025
Nova York,Rio Branco,59,100,41,16,4,2025
Nova York,Frankfurt,102,200,98,16,4,2025
Nova York,Salvador,45,100,55,16,4,2025
Miami,Madri,147,200,53,16,4,2025
Miami,Nova York,131,200,69,16,4,2025
Los Angeles,Roma,145,200,55,16,4,2025
Los Angeles,Miami,89,100,11,16,4,2025
Los Angeles,Porto Alegre,139,200,61,16,4,2025
Londres,Santiago,75,200,125,16,4,2025
Paris,São Luís,68,100,32,16,4,2025
Paris,Campo Grande,139,200,61,16,4,2025
Paris,Bogotá,73,100,27,16,4,2025
Tóquio,Bogotá,57,200,143,16,4,2025
